Device Identifier;Device Name;Device Manufacturer;Bluetooth Version
TECNO F3;POP 1 Pro;Tecno;N/A
TECNO F4;POP 1s;Tecno;N/A
TECNO F4 Pro;POP 1s Pro;Tecno;N/A
TECNO B1;POP 2;Tecno;N/A
TECNO B1p;POP 2 Power;Tecno;N/A
TECNO KB2h;POP 2s;Tecno;N/A
TECNO F3;POP1;Tecno;N/A
Phantom6;Phantom6;Tecno;N/A
Phantom6-Plus;Phantom6 plus;Tecno;N/A
Phantom6S;Phantom6S;Tecno;N/A
TECNO AX8;Phantom8;Tecno;N/A
TECNO AX8S;Phantom8S;Tecno;N/A
TECNO PhonePad 3;PhonePad 3;Tecno;N/A
TECNO PP7E-DLA1;PhonePad 7 II;Tecno;N/A
TECNO PP7E-SLA1;PhonePad 7 II;Tecno;N/A
TECNO LA6;Pouvoir 1;Tecno;N/A
TECNO LA7;Pouvoir 2;Tecno;N/A
TECNO LA7 Pro;Pouvoir 2 Pro;Tecno;N/A
TECNO LB7;Pouvoir 3;Tecno;N/A
TECNO R6;R6;Tecno;N/A
TECNO RA6;R6+;Tecno;N/A
TECNO RA7;R7 4G;Tecno;N/A
TECNO RA6;RA6;Tecno;N/A
TECNO RA6S;RA6;Tecno;N/A
TECNO S1;S1;Tecno;N/A
TECNO S1M;S1;Tecno;N/A
TECNO S1 Pro;S1 Pro;Tecno;N/A
TECNO S1E Pro;S1 Pro;Tecno;N/A
TECNO S1E Pro;S1E Pro;Tecno;N/A
TECNO SA1;S2;Tecno;N/A
TECNO S6;S6;Tecno;N/A
TECNO S6S;S6S;Tecno;N/A
TECNO S6S;S6s;Tecno;N/A
TECNO SA1S Pro;SA1 Pro;Tecno;N/A
TECNO SA6;SA6;Tecno;N/A
TECNO SA6S;SA6;Tecno;N/A
TECNO K7;SPARK;Tecno;N/A
TECNO KA7;SPARK 2;Tecno;N/A
TECNO KA7O;SPARK 2;Tecno;N/A
TECNO LB6;SPARK 2 YOUTH;Tecno;N/A
TECNO KB7;SPARK 3;Tecno;N/A
TECNO KB7j;SPARK 3;Tecno;N/A
TECNO KB8;SPARK 3 Pro;Tecno;N/A
TECNO KA9;SPARK CM;Tecno;N/A
TECNO K9;SPARK Plus;Tecno;N/A
TECNO K8;SPARK Pro;Tecno;N/A
TECNO AX8;TECNO AX8;Tecno;N/A
TECNO KB2;TECNO CAMON iACE 2;Tecno;N/A
TECNO KB2j;TECNO CAMON iACE 2x;Tecno;N/A
TECNO CX Air;TECNO CX Air;Tecno;N/A
TECNO K7;TECNO K7;Tecno;N/A
TECNO K9;TECNO K9;Tecno;N/A
TECNO P904;TECNO P904;Tecno;N/A
TECNO KB2j;TECNO POP 2s Pro;Tecno;N/A
TECNO R6S;TECNO R6S;Tecno;N/A
TECNO RB7S;TECNO RB7S;Tecno;N/A
TECNO S1 Lite;TECNO S1 Lite;Tecno;N/A
TECNO SA2S;TECNO SA2S;Tecno;N/A
TECNO SA7S;TECNO SA7S;Tecno;N/A
TECNO-W5;TECNO W5;Tecno;N/A
TECNO WX4 Pro S;TECNO WX4 Pro S;Tecno;N/A
TECNO-W5;TECNO-W5;Tecno;N/A
TECNO-Y2;TECNO-Y2;Tecno;N/A
TECNO-Y3+;TECNO-Y2;Tecno;N/A
TECNO-L6;Techno L6;Tecno;N/A
TECNO W1;W1;Tecno;N/A
TECNO W2;W2;Tecno;N/A
TECNO-W3;W3;Tecno;N/A
TECNO W3 Pro;W3 Pro;Tecno;N/A
TECNO-W3LTE;W3LTE;Tecno;N/A
TECNO_W4;W4;Tecno;N/A
TECNO-W5;W5;Tecno;N/A
TECNO W5 Lite;W5 Lite;Tecno;N/A
TECNO WX3;WX3;Tecno;N/A
TECNO WX3F LTE;WX3 FLTE;Tecno;N/A
TECNO WX3F LTE;WX3F LTE;Tecno;N/A
TECNO WX3LTE;WX3LTE;Tecno;N/A
TECNO WX3P;WX3P;Tecno;N/A
TECNO WX4;WX4;Tecno;N/A
TECNO WX4 Pro;WX4 Pro;Tecno;N/A
TECNO WX4 Pro S;WX4 Pro S;Tecno;N/A
TECNO-Y3;Y3;Tecno;N/A
TECNO-Y2;Y3+;Tecno;N/A
TECNO-Y3+;Y3+;Tecno;N/A
TECNO-Y3S;Y3S;Tecno;N/A
TECNO-Y4;Y4;Tecno;N/A
TECNO-Y5;Y5;Tecno;N/A
TECNO-Y6;Y6;Tecno;N/A
TECNO i3;i3;Tecno;N/A
TECNO i3 Pro;i3 Pro;Tecno;N/A
TECNO i3 Pro;i3-Pro;Tecno;N/A
TECNO i5;i5;Tecno;N/A
TECNO i5 Pro;i5-Pro;Tecno;N/A
TECNO i7;i7;Tecno;N/A
TEENO_S9;TEENO S9;Teeno;N/A
X2;X2;Teesso;N/A
Teesso X3;X3;Teesso;N/A
Preo_P2;Preo P2;Teknosa;N/A
A10A;A10A;Tekwind;N/A
A10B;Clide A10B;Tekwind;N/A
TC97RA1;TC97RA1;Tekwind;N/A
i50F;i50F;Telcel;N/A
Tele2_Maxi;Maxi;Tele2;N/A
TELE2_Maxi_1_1;Maxi 1.1;Tele2;N/A
Tele2_Maxi_Plus;Maxi_Plus;Tele2;N/A
Tele2;Midi;Tele2;N/A
Tele2_Midi_1_1;Midi 1.1;Tele2;N/A
Tele2_Midi_LTE;Midi LTE;Tele2;N/A
Tele2_Mini;Mini;Tele2;N/A
Tele2_Mini_1.1;Mini 1.1;Tele2;N/A
Tele2_Mini_1_1;Mini 1.1;Tele2;N/A
Tele2_Maxi_LTE;Tele 2 Maxi LTE;Tele2;N/A
Tele2_Midi_2_0;Tele2_Midi_2_0;Tele2;N/A
Tele2fon v4;Tele2fon V4;Tele2;N/A
Tele2fon v5;Tele2fon V5;Tele2;N/A
Telecable ATV;tedi;Telecable;N/A
PMI920;;Teleepoch;N/A
U670C;;Teleepoch;N/A
Chaser;;Teleepoch;N/A
SmartTAB 1002;Essentiel B SmartTab 1002;Teleepoch;N/A
U675;U675;Teleepoch;N/A
U680C;UMX U680C;Teleepoch;N/A
TE1;Enjoy TE1;Telefunken;N/A
TF501_EC;TF501_EC;Telefunken;N/A
TF6;TF6;Telefunken;N/A
VP73_Telefunken;VP73_Telefunken;Telefunken;N/A
F10;F10;Telego;N/A
F8;F8;Telego;N/A
TP-MDM107;TP-MDM107;Telelynx;N/A
T8408;T8408;Telemor;N/A
T9501;T9501;Telemor;N/A
Telemor T9502;Telemor T9502;Telemor;N/A
Elite57;Elite57;Telenor;N/A
Infinity_K;Infinity K;Telenor;N/A
Infinity_a2;Infinity a2;Telenor;N/A
Infinity_e2;Infinity e2;Telenor;N/A
Infinity_e3;Infinity e3;Telenor;N/A
Infinity_k2;Infinity k2;Telenor;N/A
Infinity_a;Infinity_a;Telenor;N/A
Infinity_e;Infinity_e;Telenor;N/A
Infinity i;Infinity_i;Telenor;N/A
Telenor K530;K530;Telenor;N/A
Telenor N940;N940;Telenor;N/A
Telenor_Smart;Smart;Telenor;N/A
SmartII;Smart II;Telenor;N/A
SmartPlusII;Smart plus II;Telenor;N/A
Telenor_Smart_4G;Smart4G;Telenor;N/A
Infinity_i4;V51;Telenor;N/A
TVB-100;TVB-100;Telkom;N/A
TVB-100;Telkom;Telkom;N/A
AX117 ATV;Indonesia;Telkom Indonesia;N/A
VM_MD_001;VM_MD_001;TellyTablet;N/A
TELMA F1+4G;F1+4G;Telma;N/A
F1x4G;F1x4G;Telma;N/A
Feel_Plus;Feel_Plus;Telma;N/A
TELMA FEEL;TELMA FEEL;Telma;N/A
Telma_Titan_4G;TITAN;Telma;N/A
Telma EGO;Telma EGO;Telma;N/A
HMB2213PW22TS;Pik TV Media Box;Telus;N/A
Hudl 2;Hudl 2;Tesco;N/A
Hudl HT7S3;Hudl HT7S3;Tesco;N/A
hudl ht7s3;Hudl HT7S3;Tesco;N/A
W032I_C3;W032I_C3;Tesco;N/A
Hudl 2;hudl 2;Tesco;N/A
AEONSR570;AEONSR570;Tesla;N/A
TTM813G;M8.1 3G;Tesla;N/A
Tesla_SP3_4;Smartphone 3.4;Tesla;N/A
Tesla L7.1;Tablet_L7_1;Tesla;N/A
Tesla_SP3.3;Tesla Smartphone 3.3;Tesla;N/A
Tesla_SP6.3;Tesla Smartphone 6.3;Tesla;N/A
Tesla_SP9.1;Tesla Smartphone 9.1;Tesla;N/A
Tesla_SP9.1L;Tesla Smartphone 9.1 Lite;Tesla;N/A
Tesla L8.1;Tesla Tablet L8.1;Tesla;N/A
Tesla_9_3;Tesla_9_3;Tesla;N/A
Tesla_SP3.3 Lite;Tesla_SP3.3 Lite;Tesla;N/A
Tesla_SP6_4_Lite;Tesla_SP6_4_Lite;Tesla;N/A
Tesla_SP9.1;Tesla_SP9.1;Tesla;N/A
Tesla_SP9_2;Tesla_SP9_2;Tesla;N/A
CASEBOOK_3;TF10EA2;Tetratab;N/A
TH805;TH805;Thinpad;N/A
5014G;5014G_EEA;Thomson;N/A
Delight TH201;Delight TH201;Thomson;N/A
EBK_5014G;EBK_5014G;Thomson;N/A
EGO_5014G;EGO_5014G;Thomson;N/A
Friendly_TH101;Friendly TH101;Thomson;N/A
HERO10RK;Hero10RK;Thomson;N/A
PRIMO7;PRIMO7 Tablet;Thomson;N/A
PRIMO8;PRIMO8 Tablet;Thomson;N/A
SPTEO10BK16;TEO10;Thomson;N/A
TEO104G;TEO104G;Thomson;N/A
TEO13P;TEO13P;Thomson;N/A
TEO7RK;TEO7RK;Thomson;N/A
THOMSON SEREA500;THOMSON SEREA500;Thomson;N/A
TEO10S;THOMSON_TEO10S;Thomson;N/A
TLINK455;TLink 455;Thomson;N/A
Thomson T50;Thomson T50;Thomson;N/A
Thuraya X5-Touch;Thuraya X5-Touch;Thuraya;N/A
TIS001;TIS001;Tigers;N/A
TIS001A;TIS001A;Tigers;N/A
TIS001B;TIS001B;Tigers;N/A
TIS001C;TIS001C;Tigers;N/A
TIS_001;TIS_001;Tigers;N/A
T54;T54;Tiitan;N/A
TP1060J;TIME2;Time2;N/A
TP860B;TIME2;Time2;N/A
M40_plus;M40_plus;Timmy;N/A
M40_pro;M40_pro;Timmy;N/A
M68_Plus;M68_Plus;Timmy;N/A
V500;V500;Timor Telecom;N/A
Epix;Epix;Timovi;N/A
Infinit_Lite_2;Infinit Lite 2;Timovi;N/A
Infinit MX Pro;Infinit MX Pro;Timovi;N/A
Insignia Delta 2;Insignia Delta 2;Timovi;N/A
Insignia_Lab;Insignia_Lab;Timovi;N/A
Insignia Delta 2;Timovi;Timovi;N/A
Infinit MX;Timovi Infinit MX;Timovi;N/A
Infinit_X_CAM;Timovi Infinit X CAM;Timovi;N/A
Vision_PRO;Timovi_Vision_PRO;Timovi;N/A
VISION ULTRA;VISION ULTRA;Timovi;N/A
Yeah_Go;Yeah_Go;Timovi;N/A
TA80TA1;TA80TA1;Tinhvan;N/A
K1;K1;Tinmo;N/A
HaTV;HaTV;Tinp;N/A
Play TV;Play TV;Tinp;N/A
AP-115G;AP-115G;Tiwell;N/A
AP-727G;AP-727G;Tiwell;N/A
AS_501;AS-501;Tiwell;N/A
AS-502;AS-502;Tiwell;N/A
AS-503;AS-503;Tiwell;N/A
AS_401L;AS_401L;Tiwell;N/A
AS_601L;AS_601L;Tiwell;N/A
T10+;T10+;Tobii DynaVox;N/A
T7;T7;Tobii DynaVox;N/A
Phablet III;Phablet_III;Tokio;N/A
Tokio_Tablet_8;Tokio_Tablet_8;Tokio;N/A
G6_pro;G6_pro;TomStar;N/A
TL66;Antares;Tonino Lamborghini;N/A
Antares;Antares;Tonino Lamborghini;N/A
TL99;TL99;Tonino Lamborghini;N/A
TL99G;TL99G;Tonino Lamborghini;N/A
Hikari-iFrame/WDPF-703TI;;Toshiba;N/A
DB50;;Toshiba;N/A
AT200;;Toshiba;N/A
LT170;;Toshiba;N/A
A204;A204;Toshiba;N/A
A205;A205;Toshiba;N/A
AT10-A;AT10-A/AT15-A (Japan: AT503);Toshiba;N/A
AT502;AT10-A/AT15-A (Japan: AT503);Toshiba;N/A
AT503;AT10-A/AT15-A (Japan: AT503);Toshiba;N/A
AT503_HEMS;AT10-A/AT15-A (Japan: AT503);Toshiba;N/A
AT100;AT100;Toshiba;N/A
Tostab03;AT100;Toshiba;N/A
AT10LE-A;AT10LE-A/AT15LE-A/AT10PE-A/AT15PE-A  (Japan: AT703);Toshiba;N/A
AT10PE-A;AT10LE-A/AT15LE-A/AT10PE-A/AT15PE-A  (Japan: AT703);Toshiba;N/A
AT702;AT10LE-A/AT15LE-A/AT10PE-A/AT15PE-A  (Japan: AT703);Toshiba;N/A
AT703;AT10LE-A/AT15LE-A/AT10PE-A/AT15PE-A  (Japan: AT703);Toshiba;N/A
AT300SE;AT400;Toshiba;N/A
AT400;AT400;Toshiba;N/A
AT374;AT7-A;Toshiba;N/A
AT7-A;AT7-A;Toshiba;N/A
AT374;AT7-B;Toshiba;N/A
AT7-B;AT7-B;Toshiba;N/A
A17;AT7-C;Toshiba;N/A
AT7-C;AT7-C;Toshiba;N/A
AT270;JP:REGZA Tablet AT570  Others:TOSHIBA AT270;Toshiba;N/A
AT470;JP:REGZA Tablet AT570  Others:TOSHIBA AT270;Toshiba;N/A
AT570;JP:REGZA Tablet AT570  Others:TOSHIBA AT270;Toshiba;N/A
AT300;JPN:REGZA Tablet AT500  Other countries:TOSHIBA AT300;Toshiba;N/A
AT500;JPN:REGZA Tablet AT500  Other countries:TOSHIBA AT300;Toshiba;N/A
AT500a;JPN:REGZA Tablet AT500  Other countries:TOSHIBA AT300;Toshiba;N/A
AT330;JPN:REGZA Tablet AT830 Other countries:TOSHIBA AT330;Toshiba;N/A
AT830;JPN:REGZA Tablet AT830 Other countries:TOSHIBA AT330;Toshiba;N/A
l4300;L4300;Toshiba;N/A
l5400;L5450;Toshiba;N/A
l5450;L5450;Toshiba;N/A
l5400;L5450/L5400;Toshiba;N/A
l5450;L5450/L5400;Toshiba;N/A
l5400;L5450/L5400;Toshiba;N/A
l5450;L5450/L5400;Toshiba;N/A
l3453;L5450C;Toshiba;N/A
l5450;L5450C;Toshiba;N/A
l5400;L5450ME;Toshiba;N/A
l5450;L5450ME;Toshiba;N/A
l5550;L5550/L5551/L5552;Toshiba;N/A
l9450;L9450;Toshiba;N/A
Mozart;Mozart;Toshiba;N/A
TOSPASB;STB10;Toshiba;N/A
AT1S0;Thrive 7;Toshiba;N/A
Toshiba Chromebook 2 (2015 Edition);Toshiba Chromebook 2 (2015 Edition);Toshiba;N/A
Mozart;tt300/tt301/tt302;Toshiba;N/A
770G;770G;Touch plus;N/A
770N;770N;Touch plus;N/A
AS1000;AS1000;Touch plus;N/A
R200;R200;Toughshield;N/A
T700;T700_TABLET;Toughshield;N/A
TRANSVISION-iTV;Transvision;Transvision;N/A
SurfTab ST70204-3;SurfTab ST70204-3;Trekstor;N/A
TrekStor SurfTab breeze 9.6 quad;SurfTab breeze 9.6 quad;Trekstor;N/A
TrekStor SurfTab breeze 9.6 quad 3G;SurfTab breeze 9.6 quad 3G;Trekstor;N/A
TrekStor SurfTab breeze 9.6 quad 3G;SurfTab breeze 9.6 quad 3G;Trekstor;N/A
st70408_4;SurfTab xintron i 7.0;Trekstor;N/A
st70408_4_coho;SurfTab xintron i 7.0;Trekstor;N/A
TFMTKAW01232;TFMTKAW01232;Trekstor;N/A
Trekstor Surftab B10;Trekstor Surftab B10;Trekstor;N/A
tolino tab 7;tolino tab 7;Trekstor;N/A
tolino tab 8;tolino tab 8;Trekstor;N/A
tolino tab 8.9;tolino tab 8.9;Trekstor;N/A
Trend Echo;ECHO;Trend Mobile;N/A
T5;T5;Trend Mobile;N/A
TREND_T4;TREND_T4;Trend Mobile;N/A
TS-X;TS-X;Trend Solar;N/A
KID_TAB_7_S02;Retailer Stores;Trevi;N/A
Passion1;Passion1;Trifone;N/A
Passion_Pro;Passion_Pro;Trifone;N/A
TRI_POWER;TRI_POWER;Trifone;N/A
Trifone_X7;Trifone_X7;Trifone;N/A
MobileMapper50_4G;MM50;Trimble Navigation;N/A
TDC100_4G;MM50;Trimble Navigation;N/A
MobileMapper50_WiFi;MM50;Trimble Navigation;N/A
TDC100_WiFi;MM50;Trimble Navigation;N/A
Nomad 5;Nomad 5;Trimble Navigation;N/A
MS5;PeopleNet ConnectedTablet;Trimble Navigation;N/A
TD520;TD-520;Trimble Navigation;N/A
MobileMapper50_WiFi;TDC100_WiFi;Trimble Navigation;N/A
TDC100_WiFi;TDC100_WiFi;Trimble Navigation;N/A
TDC500;TDC500 Handheld;Trimble Navigation;N/A
TDC500;TDC500 Handheld;Trimble Navigation;N/A
TDC800;TDC800 Handheld;Trimble Navigation;N/A
TDC800;TDC800 Handheld;Trimble Navigation;N/A
Rugged Tablet;TDI 600;Trimble Navigation;N/A
TDI 600;TDI 600;Trimble Navigation;N/A
MS5;Trimble ConnectedTablet;Trimble Navigation;N/A
TRIO-7.85;7.85;Trio;N/A
Trio 7.85 vQ;7.85 vQ;Trio;N/A
Trio AXS 3G;AXS 3G;Trio;N/A
Trio MINI;MINI;Trio;N/A
MST711;MST711;Trio;N/A
Trio-Stealth-G4-7;Stealth G4 7;Trio;N/A
Trio-Stealth G4 10.1;Stealth-G4-101;Trio;N/A
Trio-Stealth-G4-7.85;Stealth-G4-7.85;Trio;N/A
SMART 4G Adventure;SMART 4G Adventure;True;N/A
SMART 4G Champion;SMART 4G Champion;True;N/A
SMART 4G GEN C 4.0;"SMART 4G GEN C 4.0""";True;N/A
SMART 4G GEN C 5.0;"SMART 4G GEN C 5.0""";True;N/A
SMART 4G M1;SMART 4G M1;True;N/A
SMART 4G M1 Plus;SMART 4G M1 Plus;True;N/A
SMART 4G Octa 5.5;SMART 4G Octa 5.5;True;N/A
SMART 4G P1;SMART 4G P1;True;N/A
SMART 4G P1 Prime;SMART 4G P1 Prime;True;N/A
SMART TAB 4G M1;SMART TAB 4G M1;True;N/A
SMART 4G GEN C 5.5;SMART_4G_GEN_C_5.5;True;N/A
SMART Champ 4.0;SMART_Champ_4inch;True;N/A
SMART_MAX_4.0_PLUS;SMART_MAX_4.0_PLUS;True;N/A
STI6030_TRUE_TV_A01;TrueID TV;True;N/A
TC504B;TC504B;TuCEL;N/A
TL554B;TL554B;TuCEL;N/A
StarTrail TT;Star Trail by TT;Tunisie Telecom;N/A
Princess;Princess;Turbokids;N/A
Turbokids-TMNT;Turbokids-TMNT;Turbokids;N/A
TurbokidsP;TurbokidsP;Turbokids;N/A
ADR1776;ADR1776;Turbonet;N/A
TN451A1;TN451A1;Turbonet;N/A
TN451A1;TN451A1;Turbonet;N/A
TN500A1;TN500A1;Turbonet;N/A
TN500A2;TN500A2;Turbonet;N/A
TN800A1;TurboTab E1;Turbonet;N/A
Dream;Dream;Turbopad;N/A
Mercury;Mercury;Turbopad;N/A
S5;S5;Turbopad;N/A
TurboX_Ray;TurboX;Turbopad;N/A
TurboX5Black;TurboX5Black;Turbopad;N/A
Turbopad1016;Turbopad1016;Turbopad;N/A
E4;E4;Turk Telekom;N/A
U1;U1;ULCOOL;N/A
U2;U2;ULCOOL;N/A
UNI10IN;UNI10IN;UNILORIN;N/A
QOOQ;QOOQ;UNOWHY;N/A
QOOQ-V41;QOOQ;UNOWHY;N/A
SQOOL-V4;SQOOL-V4;UNOWHY;N/A
QOOQ-V50;UNOWHY;UNOWHY;N/A
SQOOL-V41;UNOWHY;UNOWHY;N/A
iRULU X11;IRULU X11;USA111;N/A
X9;IRULU X9;USA111;N/A
X7;Irulu X7;USA111;N/A
iRULU_V3;iRULU V3;USA111;N/A
iRULU_V3;iRULU V3;USA111;N/A
V4;iRULU_V4;USA111;N/A
USP-201901;USP- 201901;USP (The University of the South Pacific);N/A
USS;USS;Ubiquiti;N/A
UVP;UVP;Ubiquiti;N/A
UVP Executive;UVP Executive;Ubiquiti;N/A
UVP Pro;UVP Pro;Ubiquiti;N/A
UVP-X;UVP-X;Ubiquiti;N/A
UVP-X;UVP-X;Ubiquiti;N/A
Armor_2;Armor 2;Ulefone;N/A
Armor_2S;Armor 2S;Ulefone;N/A
Armor_6;Armor 6;Ulefone;N/A
Armor_X;Armor X;Ulefone;N/A
Armor_X2;Armor X2;Ulefone;N/A
Armor_3;Armor_3;Ulefone;N/A
Ulefone_Armor_5;Armor_5;Ulefone;N/A
Armor_6E;Armor_6E;Ulefone;N/A
Armor_6S;Armor_6S;Ulefone;N/A
Armor_X2;Armor_X2;Ulefone;N/A
MIX;MIX;Ulefone;N/A
MIX_S;MIX S;Ulefone;N/A
MIX_2;MIX_2;Ulefone;N/A
Power_2;Power 2;Ulefone;N/A
Power_3;Power 3;Ulefone;N/A
Power 3S;Power 3S;Ulefone;N/A
Power_3S;Power 3S;Ulefone;N/A
Power_5;Power 5;Ulefone;N/A
Power_5S;Power 5S;Ulefone;N/A
Power_3L;Power_3L;Ulefone;N/A
Power_3L;Power_3L_EEA;Ulefone;N/A
S10_Pro;S10_Pro;Ulefone;N/A
Ulefone S7;S7;Ulefone;N/A
Ulefone S7;S7;Ulefone;N/A
Ulefone S8;S8;Ulefone;N/A
S8_Pro;S8 Pro;Ulefone;N/A
Ulefone S8;S8_;Ulefone;N/A
S8_Pro;S8_Pro;Ulefone;N/A
S9_Pro;S9_Pro;Ulefone;N/A
T1;T1;Ulefone;N/A
T2;T2;Ulefone;N/A
Ulefone_Note 7;Ulefone_Note_7;Ulefone;N/A
Ulefone_S1;Ulefone_S1;Ulefone;N/A
Ulefone S7;Ulefone_S7;Ulefone;N/A
Ulefone_X;Ulefone_X;Ulefone;N/A
Ulefone_S11;Ulfone_S11;Ulefone;N/A
VisionBook_10Qa_3G;10Qa_3G;Umax;N/A
7Qa_3G;7Qa_3G;Umax;N/A
8Qa_3G;MediaTek;Umax;N/A
U452TL;U452TL;Umax;N/A
visionbook P55 LTE;UMAX;Umax;N/A
VisionBook_P50Plus_LTE;VisionBook P50 Plus LTE;Umax;N/A
VisionBook P55 X2 LTE;VisionBook P55 X2 LTE;Umax;N/A
VB_10Q_Plus;VisionBook10Q;Umax;N/A
VisionBook P55 LTE Pro;VisionBook_P55_LTE_Pro;Umax;N/A
A3;A3;Umidigi;N/A
A3_Pro;A3_Pro;Umidigi;N/A
F1;F1;Umidigi;N/A
F1;F1_EEA;Umidigi;N/A
One;One;Umidigi;N/A
One Max;One Max;Umidigi;N/A
One Max;One Max E;Umidigi;N/A
One Max;One Max RU;Umidigi;N/A
One Pro;One Pro;Umidigi;N/A
S2_PRO;S2PRO;Umidigi;N/A
S3_Pro;S3_Pro;Umidigi;N/A
Z2;Z2;Umidigi;N/A
Z2_PRO;Z2 Pro;Umidigi;N/A
UMIX LITE L;Lite L;Umix;N/A
UMIX LITE M;Lite M;Umix;N/A
UMIX LITE XL;Lite XL;Umix;N/A
UMIX VINCI M;Vinci M;Umix;N/A
U2VR;U2VR;Umx(Ultimate Mobile Experience);N/A
U504TL;U504TL;Umx(Ultimate Mobile Experience);N/A
U673C;U673C;Umx(Ultimate Mobile Experience);N/A
U683CL;U683CL;Umx(Ultimate Mobile Experience);N/A
SD50;SD50;Uneone;N/A
SD55;SD55;Uneone;N/A
SD57;SD57;Uneone;N/A
SD80;SD80;Uneone;N/A
U5_Breeze;U5_Breeze;Unifone;N/A
Atom;Atom;Unihertz;N/A
UT10;UT10;Unistrong;N/A
UT12;UT12;Unistrong;N/A
UT30;UT30;Unistrong;N/A
EA500Plus;EA500Plus;Unitech;N/A
TB85;TB85;Unitech;N/A
KSTB6020;KSTB6020;United Group;N/A
U4560;U4560;Unnecto;N/A
HH25;HH25;Unnion Technologies;N/A
UNSP7;UNSP7;Unnion Technologies;N/A
SP10;Unnion SP10;Unnion Technologies;N/A
X5C;UNONU X5C;Unonu;N/A
UNONU_L55D;UNONU_L55D;Unonu;N/A
UT3G;UT3G;Unonu;N/A
W40L;W40L;Unonu;N/A
W50A;W50A;Unonu;N/A
UNONU X4G;X4G;Unonu;N/A
X4G;X4G;Unonu;N/A
SPURT R3;SPURT R3;Uphone;N/A
i6310;i6310;Urovo;N/A
i9000S;i9000S;Urovo;N/A
RA_1_GENIUS_STAR;RA_1_GENIUS_STAR;Usha Shriram;N/A
UH0342;UH0342  UHTABLET10.1INCH;Utopia;N/A
ROCKY T2;T2;V2COM;N/A
V7 Zyro;Zyro;V7;N/A
JCI VA-10J;VA-10J;VAIO;N/A
VPA051;VPA051;VAIO;N/A
TAB7Q804VAL;TAB7Q804VAL;VALTECH;N/A
XTi;XTi;VBox;N/A
VENSTAR2050;VENSTAR2050;VENSTAR;N/A
Lenovo K910;K910;VIBE Z;N/A
V.35;V.35;VSN;N/A
SmartTV;MB300;VT;N/A
Z1;Z1;Vankyo;N/A
Z1_EEA;Z1_EEA;Vankyo;N/A
V1;V1;Vava;N/A
V1 Plus;V1 Plus;Vava;N/A
V2;V2;Vava;N/A
X2;X2;Vava;N/A
XP3;XP3;Vava;N/A
VAX114;VAX114;Vaxcare;N/A
Vega Q7128;Vega Q7128;Vega;N/A
CX-508;CX-508;Venso;N/A
Venso CX-551;Venso CX-551;Venso;N/A
CT9B83W12;CT9B83W12;Venturer;N/A
CT9A03W23;Mariner 10 Pro;Venturer;N/A
i7;i7;Venturer;N/A
V1401;V1401;Venus;N/A
V5;V5;Venus;N/A
V5_Plus;V5Plus;Venus;N/A
V5_Plus_Lite;V5Plus Lite;Venus;N/A
V5_Plus_;V5_Plus_;Venus;N/A
V5_Pro;V5_Pro;Venus;N/A
Venus V6;Venus V6;Venus;N/A
E1;E1;VerD;N/A
E2;E2;VerD;N/A
5059S;5059S;Verizon Wireless;N/A
QTAIR7;Ellipsis 10;Verizon Wireless;N/A
QMV7A;Ellipsis 7;Verizon Wireless;N/A
QMV7B;Ellipsis 7;Verizon Wireless;N/A
QMV7A;Ellipsis 7 (QMV7A);Verizon Wireless;N/A
QMV7B;Ellipsis 7 (QMV7B);Verizon Wireless;N/A
QTAQZ3;Ellipsis 8;Verizon Wireless;N/A
QTASUN1;Ellipsis 8 HD;Verizon Wireless;N/A
QTASUN2;Ellipsis 8 HD;Verizon Wireless;N/A
QTAXIA1;Ellipsis \xc2\xae 10 HD;Verizon Wireless;N/A
QTASUN2;Gizmo Tab;Verizon Wireless;N/A
QTASUN2;Gizo Tab;Verizon Wireless;N/A
QTAQZ3KID;QTAQZ3KID;Verizon Wireless;N/A
Wear24;Wear24;Verizon Wireless;N/A
V1;Active;Vernee;N/A
M3;M3;Vernee;N/A
vernee_M5;M5;Vernee;N/A
M6;M6;Vernee;N/A
M8 Pro;M8 Pro;Vernee;N/A
M2;MIX 2;Vernee;N/A
M2;MIX 2;Vernee;N/A
T3;T3;Vernee;N/A
T3 Pro;T3 Pro;Vernee;N/A
Thor E;Thor E;Vernee;N/A
Thor Plus;Thor Plus;Vernee;N/A
V2 Pro;V2 Pro;Vernee;N/A
V3;V3;Vernee;N/A
X1;X1;Vernee;N/A
X1;X1;Vernee;N/A
note;note;Vernee;N/A
FW8977-ED;FW8977-ED;Verssed;N/A
BLK3D;BLK3D;Vertex;N/A
Baccara;Baccara;Vertex;N/A
CS24;CS24;Vertex;N/A
CS28;CS28;Vertex;N/A
Impress_Calypso;Calypso;Vertex;N/A
Vertex_Click_M_4095_4G;Click_M_4095_4G;Vertex;N/A
EF;EF;Vertex;N/A
EO;EO;Vertex;N/A
ET;ET;Vertex;N/A
Impress_Action;Impress Action;Vertex;N/A
IMPRESS CLICK;Impress Click (3G);Vertex;N/A
Impress Click NFC;Impress Click NFC;Vertex;N/A
Impress_Cube;Impress Cube;Vertex;N/A
Impress_Dune;Impress Dune;Vertex;N/A
Impress_Eagle;Impress Eagle;Vertex;N/A
IMPRESS ECLIPSE;Impress Eclipse (4G);Vertex;N/A
Impress_Fire;Impress Fire;Vertex;N/A
