Device Identifier;Device Name;Device Manufacturer;Bluetooth Version
M4_R2;M4 R2;M4tel;N/A
M4 SS4450;M4 SS4450;M4tel;N/A
M4 SS4450B;M4 SS4450B;M4tel;N/A
M4 SS4451;M4 SS4451;M4tel;N/A
M4 SS4452;M4 SS4452;M4tel;N/A
M4 SS4453;M4 SS4453;M4tel;N/A
M4-SS4453-R;M4 SS4453-R;M4tel;N/A
M4 SS4455;M4 SS4455;M4tel;N/A
M4 SS4456;M4 SS4456;M4tel;N/A
M4 SS4457;M4 SS4457;M4tel;N/A
M4 SS4457-R;M4 SS4457-R;M4tel;N/A
M4-SS4457-R;M4 SS4457-R;M4tel;N/A
M4 SS4458;M4 SS4458;M4tel;N/A
M4-SS4458-R;M4 SS4458-R;M4tel;N/A
R2_Plus;R2 Plus;M4tel;N/A
MAG425A;MAG425A;MAG;N/A
Alpha;Alpha;MAZE;N/A
Alpha_X;Alpha_X;MAZE;N/A
Comet;Comet;MAZE;N/A
SSB-408E;SSB-408E;MAZE;N/A
SSB-508E;SSB-508E;MAZE;N/A
SSB558R;SSB558R;MAZE;N/A
Grand;Grand;MDC Store;N/A
M100;M100;MDC Store;N/A
M200;M200;MDC Store;N/A
M300 4G;M300 4G;MDC Store;N/A
Grand Pro;MDC GrandPro;MDC Store;N/A
MDC M5;MDC M5;MDC Store;N/A
Nova;Nova;MDC Store;N/A
Nova Pro;Nova Pro;MDC Store;N/A
Optima;Optima;MDC Store;N/A
Prime_S;Prime_S;MDC Store;N/A
TR10CS2;Any 302;MG Series;N/A
TR10CS1;Any 302;MG series;N/A
TR10CS2;Any 302;MG series;N/A
TR10CS2;Any 302;MG series;N/A
TR10CD2;Any 303;MG series;N/A
TR10CD2;Any 303;MG series;N/A
MIDM_737;MIDM_737;MIRAY;N/A
MIDM_F10;MIDM_F10;MIRAY;N/A
T2702;T2702;MJS;N/A
MB4 WIFI;MB4 WIFI;MLAB;N/A
MB4_3G;MB4_3G;MLAB;N/A
MB5 WIFI;MB5 WIFI;MLAB;N/A
iQS805;IQS805;MLS Innovation;N/A
iQW570;IQW570;MLS Innovation;N/A
iQE200;PTB7QSG_3G;MLS Innovation;N/A
iQ1568;iQ1568;MLS Innovation;N/A
iQ8011;iQ8011;MLS Innovation;N/A
iQM960L;iQM960L;MLS Innovation;N/A
MB_530;MB_530;MOBO;N/A
Movi Projector Phone;Movi Projector Phone;MOVI;N/A
A5501;A5501;MOVIC;N/A
Dual;Dual;MOVIC;N/A
F5003;F5003;MOVIC;N/A
K4;K4;MOVIC;N/A
MOVIC-W2;MOVIC-W2;MOVIC;N/A
S5501;S5501;MOVIC;N/A
MPDC1006;MPDC1006;MPman;N/A
MPDC706;MPDC706;MPman;N/A
Primo73;Primo73;MSI;N/A
Primo76;Primo76;MSI;N/A
Primo 81;Primo81;MSI;N/A
Primo81;Primo81;MSI;N/A
Primo81;Primo81;MSI;N/A
Nobby S500;Nobby S500;MSota;N/A
Nobby X800;Nobby X800;MSota;N/A
MTC 982;982;MTC;N/A
Smart_Light;Smart_Light;MTC;N/A
MTC 970H;Vodafone Smart mini;MTC;N/A
MTN-TBW5982C3;5982C3;MTN Group;N/A
MTN-8978P;8978P;MTN Group;N/A
K919;K919;MTN Group;N/A
KaChocolate;KaChocolate;MTN Group;N/A
MTN Sm@rt L840;MTN Sm@rt L840;MTN Group;N/A
MTN Sm@rt L860;MTN Sm@rt L860;MTN Group;N/A
MTN-L860;MTN Sm@rt L860;MTN Group;N/A
MTN-S730;MTN Smart S730;MTN Group;N/A
MTN-S735;MTN Smart S735;MTN Group;N/A
MTN-S810;MTN Smart S810;MTN Group;N/A
MTN Steppa 2 LTE;MTN Steppa 2 LTE;MTN Group;N/A
MTN sm@rt S750;MTN sm@rt S750;MTN Group;N/A
MTN-S620;S620;MTN Group;N/A
MTN-S720i;S720i;MTN Group;N/A
MTN-S630;Sm@rt Mini S630;MTN Group;N/A
Sting;Sting;MTN Group;N/A
MTN-E70;MTN-E70;MTN-E70;N/A
MT9;MT9;MTR (MY);N/A
M.T.T. Master;Master;MTT;N/A
M.T.T. Smart Fun;Smart Fun;MTT;N/A
MT3;MT3;MTab;N/A
X-treme Play Tab;xtreme;Mach Speed;N/A
STR-9.6-Tablet;STR-9.6-Tablet;MachSpeed (Apollo Brands);N/A
Trio Stealth_10;Trio Stealth_10 Tablet;MachSpeed (Apollo Brands);N/A
Trio Stealth_8;Trio Stealth_8 Tablet;MachSpeed (Apollo Brands);N/A
Trio Stealth_9;Trio Stealth_9 Tablet;MachSpeed (Apollo Brands);N/A
TrioStealth-7;TrioStealth-7;MachSpeed (Apollo Brands);N/A
Mad Catz M.O.J.O.;M.O.J.O.;Mad Catz;N/A
M8;M8;Mafe;N/A
Z1;Z1;Mafe;N/A
TAB 611 3G;TAB 611 3G;Majestic;N/A
TAB 711 4G;TAB_711_4G;Majestic;N/A
iQM801;Brace;Making Life Simple;N/A
iQ181011N;MLS Novel 3G;Making Life Simple;N/A
iQ1452aN;MLS iQ1452aN;Making Life Simple;N/A
iQT800;MLS_iQT800;Making Life Simple;N/A
iQM1001;Stage;Making Life Simple;N/A
iQ1012N;iQ1012N;Making Life Simple;N/A
IQ1019N;iQ1019N;Making Life Simple;N/A
iQ1805N;iQ1805N;Making Life Simple;N/A
iQ5011_E;iQ5011_E;Making Life Simple;N/A
iQ9013_4N;iQ9013_4N;Making Life Simple;N/A
iQA27X_E;iQA27X_E;Making Life Simple;N/A
iQD700;iQD700;Making Life Simple;N/A
iQE200;iQE200;Making Life Simple;N/A
iQF 200;iQF 200;Making Life Simple;N/A
iQGW516;iQGW516;Making Life Simple;N/A
iQK700;iQK700;Making Life Simple;N/A
iQM960;iQM960;Making Life Simple;N/A
iQR704;iQR704;Making Life Simple;N/A
iQS300;iQS300;Making Life Simple;N/A
iQW503;iQW503;Making Life Simple;N/A
iQW553N;iQW553N;Making Life Simple;N/A
iQW603;iQW603;Making Life Simple;N/A
UV350;UV350;Malata;N/A
Mango S5;Mango_S5;Mango;N/A
Mango_SQ7;Mango_SQ7;Mango;N/A
MSP4507;MSP4507;Manta;N/A
MFSTAB;MFSTAB;Mantra;N/A
MFSTAB_74G;MFSTAB_74G;Mantra;N/A
Start;mTerminal100;Mantra;N/A
London;London;Marshall;N/A
Mascom_L850;Mascom_L850;Mascom;N/A
Mascom S750;Mascom_S750;Mascom;N/A
Juno Q6;Juno_Q6;Masstel;N/A
Masstel LT52;LT52;Masstel;N/A
Masstel_Juno_Q5;Masstel Juno Q5;Masstel;N/A
Masstel_Juno_Q5Plus;Masstel Juno Q5 Plus;Masstel;N/A
Juno Q7;Masstel Juno Q7;Masstel;N/A
Masstel_Juno_S6;Masstel Juno S6;Masstel;N/A
Masstel Tab7;Masstel Tab7;Masstel;N/A
Masstel Tab8;Masstel Tab8;Masstel;N/A
Masstel_Juno_Q3;Masstel_Juno_Q3;Masstel;N/A
Masstel_Juno_Q5;Masstel_Juno_Q5;Masstel;N/A
Masstel Tab10;Masstel_Tab10;Masstel;N/A
Masstel X1;Masstel_X1;Masstel;N/A
Masstel X5;Masstel_X5;Masstel;N/A
Masstel X6;Masstel_X6;Masstel;N/A
Masstel N535;N535;Masstel;N/A
Masstel_Tab7LTE;Tab7LTE;Masstel;N/A
Tab7Plus;Tab7Plus;Masstel;N/A
Tab8Plus;Tab8plus;Masstel;N/A
Masstel X3;X3;Masstel;N/A
Masstel_X8;X8;Masstel;N/A
HE2704;HE2704;MauritiusTelcom;N/A
MS453;MS453;Maxcom;N/A
MS457;MS457;Maxcom;N/A
MS457Orange;MS457Orange;Maxcom;N/A
MS457PLUS;MS457PLUS;Maxcom;N/A
MS459;MS459;Maxcom;N/A
MS514;MS514;Maxcom;N/A
MS553;MS553;Maxcom;N/A
MS571;MS571;Maxcom;N/A
RS-401;RS-401;Maxcom;N/A
Maxfone;Maxfone;Maxfone;N/A
Maximus D1;D1;Maximus;N/A
D7;D7;Maximus;N/A
Noir X;Noir X;Maximus;N/A
P1;P1;Maximus;N/A
P2;P2;Maximus;N/A
P3;P3;Maximus;N/A
P7;P7;Maximus;N/A
VFD 610;NeXT M2;Maxis;N/A
VFD 710;NeXT X1;Maxis;N/A
S9;S9;Maxtron;N/A
MS502_Orion;MS502_Orion;Maxvi;N/A
Maxvi_MS401;Maxvi_MS401;Maxvi;N/A
Astro_5_GO_LTE;Astro 5 Go LTE;Maxwest;N/A
Astro_5N_LTE;Astro 5N LTE;Maxwest;N/A
Astro 55N LTE;Astro_55N_LTE;Maxwest;N/A
AstroPhablet7s;MAXWEST;Maxwest;N/A
Nitro 4N LTE;Nitro 4N LTE;Maxwest;N/A
Nitro_4X;Nitro 4X;Maxwest;N/A
Nitro 55N;Nitro 55N;Maxwest;N/A
Nitro_5N;Nitro 5N;Maxwest;N/A
Nitro 4s LTE;Nitro_4s_LTE;Maxwest;N/A
Nitro_55R;Nitro_55R;Maxwest;N/A
Nitro_5X;Nitro_5X;Maxwest;N/A
Nitro_Phablet_9s;Nitro_Phablet_9s;Maxwest;N/A
Panda_7;Panda_7;Maxwest;N/A
Ranger_5;Ranger 5;Maxwest;N/A
TAB-9G;TAB-9G;Maxwest;N/A
C4;C4;MeanIT;N/A
meanIT_C80C81;meanIT C80C81;MeanIT;N/A
meanIT X10;meanIT-X10;MeanIT;N/A
meanIT_C10C11;meanIT_C10C11;MeanIT;N/A
meanIT_K7;meanIT_K7;MeanIT;N/A
meanIT_X1;meanIT_X1;MeanIT;N/A
meanIT_X6;meanIT_X6;MeanIT;N/A
101P51C;101P51C;Mecer;N/A
101P51D;101P51D;Mecer;N/A
800P31C;800P31C;Mecer;N/A
800P71D;800P71D;Mecer;N/A
M785P;M785P;Mecer;N/A
M86Q9-3G;M86Q9-3G;Mecer;N/A
MF716;MF716;Mecer;N/A
MF716+;MF716+;Mecer;N/A
MK7000PRO;MK7000Pro;Mecer;N/A
MW16Q9_3G;MW16Q9-3G;Mecer;N/A
MW16Q9_4G;MW16Q9-4G;Mecer;N/A
TEI11011MST;TEI11011;Mecer;N/A
TF10EA2;TF10EA2;Mecer;N/A
TF10MK1;TF10MK1;Mecer;N/A
KM8;KM8;Mecool;N/A
MBX4K Ranger;MBX4K Ranger;Mediabox;N/A
10edge;10edge;Mediacom;N/A
1AY;1AY;Mediacom;N/A
1BY;1BY;Mediacom;N/A
7BY;7BY;Mediacom;N/A
8AY;8AY;Mediacom;N/A
M-PPxG5M;G5M;Mediacom;N/A
M-PPAG4;M-PPAG4;Mediacom;N/A
M-PPxG4P;M-PPxG4P;Mediacom;N/A
M-PPxG5;M-PPxG5;Mediacom;N/A
M-PPxG7;M-PPxG7;Mediacom;N/A
M-PPxS5;M-PPxS5;Mediacom;N/A
M-PPxS5P;M-PPxS5P;Mediacom;N/A
M-PPxS6;M-PPxS6;Mediacom;N/A
M-PPxS6P;M-PPxS6P;Mediacom;N/A
M-PPxS7;M-PPxS7;Mediacom;N/A
M-PPxS7P;M-PPxS7P;Mediacom;N/A
M-SP10HXxH;M-SP10HXxH;Mediacom;N/A
M-SP10MXHA;M-SP10MXHA;Mediacom;N/A
M-SP10MXHL;M-SP10MXHL;Mediacom;N/A
M-SP1AGO3G;M-SP1AGO3G;Mediacom;N/A
M-SP7HXAH;M-SP7HXAH;Mediacom;N/A
M-SP7xGO3G;M-SP7xGO3G;Mediacom;N/A
M-SP8HXAH;M-SP8HXAH;Mediacom;N/A
M-SP8MXA;M-SP8MXA;Mediacom;N/A
E1050X;E1050X;Medion;N/A
E1051X;E1051X;Medion;N/A
MEDION E4502;E4502;Medion;N/A
MEDION E4506;E4506;Medion;N/A
B4570;E4507;Medion;N/A
MEDION E5004;E5004;Medion;N/A
B5060;E5005;Medion;N/A
B5032;E5006/P5006;Medion;N/A
B5070;E5008;Medion;N/A
MEDION B5530;E5504;Medion;N/A
E691X;E691X;Medion;N/A
LIFETAB_E731X;E731x;Medion;N/A
BOSCH_E10316;LIFETAB E10316;Medion;N/A
LIFETAB_E10316;LIFETAB E10316;Medion;N/A
LIFETAB_E10320;LIFETAB E10320;Medion;N/A
MICROSTAR_E10319;LIFETAB E10320;Medion;N/A
E1041X;LIFETAB E1041X;Medion;N/A
E1060X;LIFETAB E1060X;Medion;N/A
LIFETAB_E723X;LIFETAB E723X;Medion;N/A
LIFETAB_E7313;LIFETAB E7313;Medion;N/A
LIFETAB_E7316;LIFETAB E7316;Medion;N/A
LIFETAB_S7316;LIFETAB E7316;Medion;N/A
LIFETAB_E732X;LIFETAB E732X;Medion;N/A
LIFETAB_E733X;LIFETAB E732X;Medion;N/A
LIFETAB_S733X;LIFETAB E732X;Medion;N/A
LIFETAB_P1034X;LIFETAB P1034X;Medion;N/A
LIFETAB_P733X;LIFETAB P733x;Medion;N/A
LIFETAB_P831X;LIFETAB P831X;Medion;N/A
LIFETAB_P831X.2;LIFETAB P831X;Medion;N/A
LIFETAB_P891X;LIFETAB P891X;Medion;N/A
LIFETAB_P970X;LIFETAB P970X;Medion;N/A
S1032X;LIFETAB S1032X;Medion;N/A
LIFETAB_S1033X;LIFETAB S1033X;Medion;N/A
LIFETAB_S1034X;LIFETAB S1034X;Medion;N/A
LIFETAB_S785X;LIFETAB S785X;Medion;N/A
LIFETAB_S786X;LIFETAB S786x;Medion;N/A
LIFETAB_S831X;LIFETAB S831X;Medion;N/A
LIFETAB_S1036X;LIFETAB_S1036X;Medion;N/A
LIFETAB_P9514;Lifetab P9514;Medion;N/A
P740X;Media Base P740X;Medion;N/A
P1032X;P1032X;Medion;N/A
P1035X;P1035X;Medion;N/A
P1040X;P1050X;Medion;N/A
P1050X;P1050X;Medion;N/A
P1060X;P1060X;Medion;N/A
X1060X;P1060X;Medion;N/A
P1061X;P1061X;Medion;N/A
P4501;P4501;Medion;N/A
MEDION P5004;P5004;Medion;N/A
MEDION P5005;P5005;Medion;N/A
MEDION P5015;P5015;Medion;N/A
P72035;P73035;Medion;N/A
P850X;P850X;Medion;N/A
P851X;P851X;Medion;N/A
P852X;P852X;Medion;N/A
S1035X;S1035X;Medion;N/A
MEDION S5004;S5004;Medion;N/A
B5531;S5504;Medion;N/A
LIFETAB_S732X;S7322;Medion;N/A
X1030X;X1030x;Medion;N/A
X1031X;X1031X;Medion;N/A
B5532;X5520;Medion;N/A
MEDION X6001;X6001;Medion;N/A
E10319;microstar E10319;Medion;N/A
MegaFon Login 3;Login 3;MegaFon;N/A
MFLogin3T;MFLogin3T;MegaFon;N/A
MFLoginPh;MFLoginPh;MegaFon;N/A
ALCATEL ONE TOUCH 7030R;MS4B;MegaFon;N/A
ALCATEL ONE TOUCH 7030Y;MS4B;MegaFon;N/A
MS4B;MS4B;MegaFon;N/A
MT3A;MT3A;MegaFon;N/A
CP-D403;CP-D403;Megahouse;N/A
S8;S8;Meiigoo;N/A
S9;S9;Meiigoo;N/A
Meitu M4;M4;Meitu;N/A
MP1503;M6;Meitu;N/A
MP1709;M8s;Meitu;N/A
MP1603;Maya;Meitu;N/A
MP1701;Meitu T8s;Meitu;N/A
MP1605;Meitu V6;Meitu;N/A
MP1710;T9;Meitu;N/A
MP1718;T9;Meitu;N/A
MP1718;Tiffany;Meitu;N/A
Meitu V4;V4;Meitu;N/A
Meitu V4s;V4s;Meitu;N/A
MP1602;Victoria;Meitu;N/A
15;15;Meizu;N/A
15 Lite;15 Lite;Meizu;N/A
15 Plus;15 Plus;Meizu;N/A
16;16;Meizu;N/A
16 X;16 X;Meizu;N/A
16th;16th;Meizu;N/A
16th Plus;16th Plus;Meizu;N/A
MEIZU E3;E3;Meizu;N/A
M15;M15;Meizu;N/A
M1813;M1813;Meizu;N/A
M1816;M1816;Meizu;N/A
M1822;M1822;Meizu;N/A
M1852;M1852;Meizu;N/A
M6;M6;Meizu;N/A
MEIZU M6;M6;Meizu;N/A
M6 Note;M6 Note;Meizu;N/A
M6T;M6T;Meizu;N/A
Meizu M6s;M6s;Meizu;N/A
Meizu mblu S6;M6s;Meizu;N/A
M712C;M712C;Meizu;N/A
Meizu M8c;M8c;Meizu;N/A
Meizu 6T;Meizu 6T;Meizu;N/A
M712C;Meizu S6;Meizu;N/A
Meizu S6;Meizu S6;Meizu;N/A
Note9;Note9;Meizu;N/A
PRO 7-H;PRO 7;Meizu;N/A
PRO 7;PRO 7;Meizu;N/A
PRO 7-S;PRO 7;Meizu;N/A
PRO 7 Plus;PRO 7 Plus;Meizu;N/A
meizu C9;meizu C9;Meizu;N/A
meizu C9 pro;meizu C9 pro;Meizu;N/A
meizu M8;meizu M8;Meizu;N/A
meizu X8;meizu X8;Meizu;N/A
meizu note8;meizu note8;Meizu;N/A
MTAB-07530A;MTAB-07530A;Memorex;N/A
MTAB-07535AK;MTAB-0753AK;Memorex;N/A
MTAB-08530A;MTAB-08530A;Memorex;N/A
MTAB-09541AB;MTAB-09541AB;Memorex;N/A
Lumyai;Lumyai;Mgt electric;N/A
M2;M2;Mgt electric;N/A
T4;MGT_T4;Mgt electric;N/A
Super;Super;Mgt electric;N/A
Micromax A110;A110;Micromax;N/A
A111;A111;Micromax;N/A
A116;A116;Micromax;N/A
A240;A240;Micromax;N/A
A27;A27;Micromax;N/A
A44;A44;Micromax;N/A
A45;A45;Micromax;N/A
Micromax A50;A50;Micromax;N/A
A54;A54;Micromax;N/A
Micromax A56;A56;Micromax;N/A
A57;A57;Micromax;N/A
Micromax A57;A57;Micromax;N/A
Micromax A62;A62;Micromax;N/A
Micromax A72;A72;Micromax;N/A
A73;A73;Micromax;N/A
Micromax A73;A73;Micromax;N/A
A75;A75;Micromax;N/A
A78;A78;Micromax;N/A
A84;A84;Micromax;N/A
A87;A87;Micromax;N/A
Micromax A87;A87;Micromax;N/A
A88;A88;Micromax;N/A
A89;A89;Micromax;N/A
A91;A91;Micromax;N/A
Micromax A91;A91;Micromax;N/A
Micromax B5 Pro;B5 Pro;Micromax;N/A
Micromax Bharat 5;B5_RU;Micromax;N/A
A068;BOLT;Micromax;N/A
Micromax A069;BOLT;Micromax;N/A
Micromax A24;BOLT;Micromax;N/A
Micromax A34;BOLT;Micromax;N/A
Micromax A67;BOLT;Micromax;N/A
Micromax A69;BOLT;Micromax;N/A
Micromax A69;BOLT;Micromax;N/A
Micromax Q332;BOLT;Micromax;N/A
Micromax Q338;BOLT;Micromax;N/A
Micromax Q440Plus;Bharat 4;Micromax;N/A
Micromax Bharat 5;Bharat 5;Micromax;N/A
Micromax Q4204;Bharat 5 Infinity Edition;Micromax;N/A
Micromax Bharat 5 Plus;Bharat 5 Plus;Micromax;N/A
Micromax Q437;Bharat Go;Micromax;N/A
B5Pro;Bhart 5 PRO;Micromax;N/A
Micromax A064;Bolt;Micromax;N/A
Micromax A065;Bolt;Micromax;N/A
Micromax A066;Bolt;Micromax;N/A
Micromax A067;Bolt;Micromax;N/A
Micromax A082;Bolt;Micromax;N/A
A35;Bolt;Micromax;N/A
Micromax A79;Bolt;Micromax;N/A
Micromax A82;Bolt;Micromax;N/A
Micromax AD3520;Bolt;Micromax;N/A
Micromax AD4500;Bolt;Micromax;N/A
Micromax_D200;Bolt;Micromax;N/A
Micromax D303;Bolt;Micromax;N/A
Micromax D304;Bolt;Micromax;N/A
Micromax D305;Bolt;Micromax;N/A
Micromax D320;Bolt;Micromax;N/A
Micromax D321;Bolt;Micromax;N/A
Micromax D333;Bolt;Micromax;N/A
Micromax D340;Bolt;Micromax;N/A
Micromax Q3001;Bolt;Micromax;N/A
Micromax Q301;Bolt;Micromax;N/A
Micromax Q303;Bolt;Micromax;N/A
Micromax Q323;Bolt;Micromax;N/A
Micromax Q324;Bolt;Micromax;N/A
Micromax Q325;Bolt;Micromax;N/A
Micromax Q326;Bolt;Micromax;N/A
Micromax Q331;Bolt;Micromax;N/A
Micromax Q333;Bolt;Micromax;N/A
Micromax Q335;Bolt;Micromax;N/A
Micromax Q336;Bolt;Micromax;N/A
Micromax Q341;Bolt;Micromax;N/A
Micromax Q346;Bolt;Micromax;N/A
Micromax Q381;Bolt;Micromax;N/A
Micromax Q383;Bolt;Micromax;N/A
Micromax S300;Bolt;Micromax;N/A
Micromax S301;Bolt;Micromax;N/A
Micromax S302;Bolt;Micromax;N/A
Micromax Q3551;Bolt Juice;Micromax;N/A
Micromax Q402;Bolt Pace;Micromax;N/A
Micromax Q306;Bolt Prime 3G;Micromax;N/A
Micromax Q3301;Bolt Q3301;Micromax;N/A
Micromax Q424;Bolt Selfie;Micromax;N/A
Micromax Q352;Bolt Supreme 4;Micromax;N/A
Micromax A120;CANVAS 2 COLOURS;Micromax;N/A
A110Q;CANVAS 2 PLUS;Micromax;N/A
Micromax A110Q;CANVAS 2 PLUS;Micromax;N/A
A210;CANVAS 4;Micromax;N/A
A210;CANVAS 4;Micromax;N/A
Micromax A114R;CANVAS BEAT;Micromax;N/A
MT500;CANVAS BLAZE;Micromax;N/A
Micromax A102;CANVAS DOODLE 3;Micromax;N/A
Micromax AE90;CANVAS DUET;Micromax;N/A
Micromax EG111;CANVAS DUET 2;Micromax;N/A
Micromax A121;CANVAS ELANZA 2;Micromax;N/A
Micromax A091;CANVAS ENGAGE;Micromax;N/A
Micromax A105;CANVAS ENTICE;Micromax;N/A
Micromax A300;CANVAS GOLD;Micromax;N/A
Micromax A350;CANVAS KNIGHT;Micromax;N/A
Micromax A350;CANVAS KNIGHT;Micromax;N/A
Micromax A117;CANVAS MAGNUS;Micromax;N/A
Micromax A96;CANVAS POWER;Micromax;N/A
Micromax A118R;CANVAS TUBE;Micromax;N/A
A250;CANVAS TURBO;Micromax;N/A
A250;CANVAS TURBO;Micromax;N/A
Micromax A200;CANVAS TURBO MINI;Micromax;N/A
Micromax A106;CANVAS UNITE 2;Micromax;N/A
Micromax Q4310;Canvas 2;Micromax;N/A
Micromax A315;Canvas 4+;Micromax;N/A
Micromax E481;Canvas 5;Micromax;N/A
Micromax Q463;Canvas 5 Lite;Micromax;N/A
Micromax E485;Canvas 6;Micromax;N/A
Micromax E484;Canvas 6 Pro;Micromax;N/A
Micromax AQ4501;Canvas A1;Micromax;N/A
Micromax AQ4502;Canvas A1;Micromax;N/A
Micromax Q395;Canvas AMAZE;Micromax;N/A
Micromax Q400;Canvas Blaze;Micromax;N/A
Micromax Q414;Canvas Blaze 4G Plus;Micromax;N/A
Micromax Q391;Canvas Doodle4;Micromax;N/A
Micromax E483;Canvas Evok;Micromax;N/A
Micromax Q411;Canvas FIRE4G;Micromax;N/A
Micromax Q3502;Canvas Fashion 3G;Micromax;N/A
Micromax A093;Canvas Fire;Micromax;N/A
Micromax A104;Canvas Fire;Micromax;N/A
Micromax Q462;Canvas Fire 4G;Micromax;N/A
Micromax Q386;Canvas Fire 5;Micromax;N/A
Micromax Q428;Canvas Fire 6;Micromax;N/A
Micromax A096;Canvas Fire3;Micromax;N/A
Micromax A107;Canvas Fire4;Micromax;N/A
Micromax A76;Canvas Fun;Micromax;N/A
Micromax A190;Canvas HD Plus;Micromax;N/A
Micromax AQ5000;Canvas Hue;Micromax;N/A
Micromax A316;Canvas Hue 2;Micromax;N/A
Micromax HS2;Canvas Infinity;Micromax;N/A
Micromax HS1;Canvas Infinity Life;Micromax;N/A
Micromax_HS3;Canvas Infinity Pro;Micromax;N/A
Micromax A77;Canvas Juice;Micromax;N/A
Micromax Q394;Canvas Juice 3+;Micromax;N/A
Micromax Q382;Canvas Juice 4;Micromax;N/A
Micromax Q461;Canvas Juice 4G;Micromax;N/A
Micromax Q398;Canvas Juice 6;Micromax;N/A
Micromax AQ5001;Canvas Juice2;Micromax;N/A
Micromax Q392;Canvas Juice3;Micromax;N/A
Micromax A290;Canvas Knight Cameo;Micromax;N/A
Micromax E471;Canvas Knight2;Micromax;N/A
Micromax A108;Canvas L;Micromax;N/A
Micromax A117;Canvas Magnus;Micromax;N/A
Micromax Q421;Canvas Magnus HD;Micromax;N/A
Micromax E353;Canvas Mega;Micromax;N/A
Micromax Q417;Canvas Mega;Micromax;N/A
Micromax Q426;Canvas Mega 2;Micromax;N/A
Micromax A310;Canvas Nitro;Micromax;N/A
Micromax A311;Canvas Nitro;Micromax;N/A
Micromax E311;Canvas Nitro2;Micromax;N/A
Micromax Q416;Canvas Pace 4G;Micromax;N/A
Micromax Q401;Canvas Pace MIni;Micromax;N/A
Micromax Q370;Canvas Pep;Micromax;N/A
Micromax Q371;Canvas Pep;Micromax;N/A
Micromax Q375;Canvas Pep;Micromax;N/A
Micromax Q355;Canvas Play;Micromax;N/A
Micromax Q412;Canvas Play 4G;Micromax;N/A
Micromax Q469;Canvas Play4G;Micromax;N/A
Micromax E451;Canvas Pulse;Micromax;N/A
Micromax Q334;Canvas SPARK2;Micromax;N/A
Micromax A255;Canvas Selfie;Micromax;N/A
Micromax Q349;Canvas Selfie 4;Micromax;N/A
Micromax Q345;Canvas Selfie Lens;Micromax;N/A
Micromax Q480;Canvas Space 2;Micromax;N/A
Micromax Q479;Canvas Space 2+;Micromax;N/A
Micromax Q380;Canvas Spark;Micromax;N/A
Micromax Q350;Canvas Spark 2 Plus;Micromax;N/A
Micromax Q380N;Canvas Spark 3;Micromax;N/A
Micromax Q385;Canvas Spark 3;Micromax;N/A
Micromax Q4201;Canvas Spark 4G;Micromax;N/A
MicromaxF666;Canvas Tab;Micromax;N/A
MicromaxP480;Canvas Tab;Micromax;N/A
P480;Canvas Tab;Micromax;N/A
Micromax P681;Canvas Tab;Micromax;N/A
Micromax P690;Canvas Tab;Micromax;N/A
Micromax P701;Canvas Tab;Micromax;N/A
MicromaxP702;Canvas Tab;Micromax;N/A
P70221;Canvas Tab;Micromax;N/A
MicromaxP802;Canvas Tab;Micromax;N/A
Micromax P810;Canvas Tab;Micromax;N/A
P469;Canvas Tabby;Micromax;N/A
Micromax A250;Canvas Turbo;Micromax;N/A
Micromax Q427;Canvas Unite 4;Micromax;N/A
Micromax Q465;Canvas Unite 4 Pro;Micromax;N/A
Micromax A109;Canvas XL2;Micromax;N/A
Micromax A99;Canvas Xpress;Micromax;N/A
Micromax E314;Canvas Xpress 2;Micromax;N/A
Micromax Q413;Canvas Xpress 4g;Micromax;N/A
Micromax Q3502;Canvas fashion 3g;Micromax;N/A
Micromax P290;Canvas tab;Micromax;N/A
P470;Canvas tab;Micromax;N/A
Micromax P666;Canvas tab;Micromax;N/A
MicromaxP680;Canvas tab;Micromax;N/A
Micromax Q491;Doodle 4;Micromax;N/A
Micromax E4816;Dual 4;Micromax;N/A
Micromax E4815;EVOK DUAL NOTE;Micromax;N/A
Micromax E4817;Evok Dual Note;Micromax;N/A
Micromax E453;Evok Note;Micromax;N/A
Micromax Q4260;Evok Power;Micromax;N/A
N8301;Infinity N Series N12;Micromax;N/A
Micromax A94;MAD;Micromax;N/A
Micromax Q440;MIcromax Bharat 4;Micromax;N/A
Micromax Q402+;Micromax Bharat 2 Plus;Micromax;N/A
Micromax Q402Plus;Micromax Bharat 2 Plus;Micromax;N/A
Micromax C1;Micromax C1;Micromax;N/A
Micromax C2A;Micromax C2A;Micromax;N/A
Micromax C2APLS;Micromax C2APLS;Micromax;N/A
Micromax C1;Micromax Canvas 1;Micromax;N/A
Micromax Q4261;Micromax Canvas Music M1;Micromax;N/A
Micromax C1A;Micromax Canvax 1(2018);Micromax;N/A
Micromax_Q353;Micromax Q353;Micromax;N/A
Micromax_Q353P;Micromax Q353 Plus;Micromax;N/A
Micromax Q402+;Micromax Q402+;Micromax;N/A
Micromax Q437;Micromax Q437;Micromax;N/A
Micromax Q440;Micromax Q440;Micromax;N/A
Micromax Q454;Micromax Q454;Micromax;N/A
Micromax Q4311;Micromax Selfie 2;Micromax;N/A
Micromax Q4601;Micromax Selfie 2 Note;Micromax;N/A
Micromax Q452;Micromax Spark 4G Prime(2017);Micromax;N/A
